Clock,Time of arrival (secs),Base Station No. 
9:04,3854.43,8
9:04,3855.41,5
9:04,3857.64,18
9:04,3861.14,13
9:04,3862.47,16
9:04,3864.97,13
9:04,3866.15,16
9:04,3867.07,13
9:04,3867.27,3
9:04,3867.28,0
9:04,3869.18,14
9:04,3870.89,15
9:04,3871.87,14
9:04,3872.91,15
9:04,3873.26,3
9:04,3876.02,11
9:04,3876.04,13
9:04,3877.03,5
9:04,3878.62,4
9:04,3879.21,18
9:04,3880.39,18
9:04,3882.83,12
9:04,3884.18,0
9:04,3886.15,15
9:04,3887.88,13
9:04,3889.51,14
9:04,3896.93,9
9:04,3898.85,15
9:05,3902.89,2
9:05,3904.42,12
9:05,3904.78,0
9:05,3905.62,4
9:05,3907,16
9:05,3907.28,15
9:05,3907.44,7
9:05,3909.64,8
9:05,3909.94,8
9:05,3911.07,11
9:05,3911.5,10
9:05,3912.53,4
9:05,3912.67,17
9:05,3913.4,9
9:05,3913.63,10
9:05,3915.12,7
9:05,3916.18,7
9:05,3918.19,1
9:05,3918.37,14
9:05,3918.59,1
9:05,3918.92,14
9:05,3919.31,7
9:05,3919.45,1
9:05,3920.85,0
9:05,3924.95,14
9:05,3926.07,17
9:05,3928.85,6
9:05,3930.52,7
9:05,3930.63,7
9:05,3931.33,19
9:05,3932.17,1
9:05,3933.5,19
9:05,3934.09,17
9:05,3934.44,10
9:05,3934.64,16
9:05,3936.43,8
9:05,3939.19,0
9:05,3939.2,8
9:05,3939.59,9
9:05,3940.63,17
9:05,3942.94,19
9:05,3943.34,10
9:05,3946.41,8
9:05,3947.94,0
9:05,3948.47,2
9:05,3948.85,18
9:05,3950.03,19
9:05,3950.04,8
9:05,3950.77,6
9:05,3951.09,4
9:05,3952.27,0
9:05,3952.33,13
9:05,3954.2,10
9:05,3954.91,13
9:05,3955.81,5
9:05,3959.14,5
9:05,3959.24,2
9:05,3959.57,6
9:05,3959.75,13
9:06,3962.11,12
9:06,3962.34,19
9:06,3962.51,8
9:06,3964.29,10
9:06,3965.45,8
9:06,3965.92,7
9:06,3966.2,12
9:06,3966.99,8
9:06,3967.22,18
9:06,3967.55,0
9:06,3968.29,4
9:06,3969.38,15
9:06,3971.3,3
9:06,3972.85,12
9:06,3973.44,8
9:06,3973.45,16
9:06,3974.43,19
9:06,3975.77,17
9:06,3977.66,13
9:06,3977.8,19
9:06,3978.47,2
9:06,3979.16,9
9:06,3980.38,2
9:06,3984.25,5
9:06,3984.58,5
9:06,3985.57,7
9:06,3985.86,8
9:06,3986.69,11
9:06,3989.53,13
9:06,3991.79,11
9:06,3992.6,7
9:06,3992.63,1
9:06,3994.12,7
9:06,3994.27,3
9:06,3994.53,18
9:06,3994.69,3
9:06,3996.32,17
9:06,3999.04,19
9:06,4004.54,1
9:06,4005.18,17
9:06,4007.65,9
9:06,4007.7,17
9:06,4013.92,19
9:06,4016.76,3
9:06,4018.57,12
9:07,4021.83,10
9:07,4022.45,17
9:07,4023.96,18
9:07,4024.74,7
9:07,4025.34,2
9:07,4027.73,3
9:07,4028.38,16
9:07,4029.47,4
9:07,4030.8,7
9:07,4031.86,18
9:07,4033.28,8
9:07,4033.92,5
9:07,4034.83,15
9:07,4036.93,15
9:07,4038.55,5
9:07,4039.5,9
9:07,4040.12,0
9:07,4042.04,7
9:07,4042.53,13
9:07,4044.59,4
9:07,4046.42,11
9:07,4046.88,16
9:07,4049.19,7
9:07,4050.37,15
9:07,4052.87,13
9:07,4054.98,6
9:07,4056.09,4
9:07,4057.88,8
9:07,4057.9,18
9:07,4060.81,10
9:07,4060.94,0
9:07,4065.49,5
9:07,4065.88,7
9:07,4067.76,14
9:07,4068.14,0
9:07,4076.06,16
9:07,4078.22,18
9:08,4080.29,12
9:08,4080.91,8
9:08,4083.27,19
9:08,4085.17,11
9:08,4086.37,11
9:08,4086.38,2
9:08,4087.04,5
9:08,4088.29,4
9:08,4089.75,18
9:08,4092.79,7
9:08,4092.86,4
9:08,4093.03,9
9:08,4096.38,8
9:08,4096.52,15
9:08,4097.53,7
9:08,4097.96,0
9:08,4098.05,18
9:08,4099,13
9:08,4100.54,19
9:08,4100.63,18
9:08,4101.29,14
9:08,4101.41,16
9:08,4103.06,5
9:08,4104.13,7
9:08,4105.47,13
9:08,4107.31,8
9:08,4108.85,9
9:08,4109.64,5
9:08,4110.54,2
9:08,4110.69,11
9:08,4111.49,13
9:08,4111.89,10
9:08,4112.05,16
9:08,4112.11,17
9:08,4114.26,12
9:08,4114.68,19
9:08,4115.2,11
9:08,4116,3
9:08,4118.08,12
9:08,4118.11,5
9:08,4118.44,1
9:08,4118.56,19
9:08,4122.72,4
9:08,4122.78,15
9:08,4123.42,6
9:08,4124.39,2
9:08,4124.52,5
9:08,4126.28,17
9:08,4129.83,11
9:08,4130.44,10
9:08,4130.46,3
9:08,4131.3,11
9:08,4135.14,5
9:09,4141.99,11
9:09,4144.4,17
9:09,4144.81,14
9:09,4146.2,0
9:09,4149.89,8
9:09,4151.7,2
9:09,4151.92,7
9:09,4153.49,14
9:09,4154.14,19
9:09,4154.86,3
9:09,4155.18,2
9:09,4155.35,13
9:09,4156.02,4
9:09,4157.12,18
9:09,4157.93,17
9:09,4158.49,18
9:09,4159.05,3
9:09,4159.09,13
9:09,4161.8,15
9:09,4162.99,18
9:09,4163.24,10
9:09,4163.46,8
9:09,4163.87,10
9:09,4164.42,9
9:09,4166.75,5
9:09,4167.48,18
9:09,4168.1,6
9:09,4171.19,16
9:09,4174.64,17
9:09,4174.87,18
9:09,4174.97,12
9:09,4176.1,18
9:09,4179.29,12
9:09,4182.58,5
9:09,4182.9,19
9:09,4183.06,13
9:09,4183.84,2
9:09,4184.21,15
9:09,4185.29,19
9:09,4185.45,19
9:09,4186.05,11
9:09,4186.4,9
9:09,4188.56,8
9:09,4194.92,3
9:09,4196.67,3
9:09,4197.85,3
9:09,4199.22,13
9:10,4200.02,15
9:10,4200.38,9
9:10,4200.87,6
9:10,4201.98,4
9:10,4202.35,1
9:10,4202.72,16
9:10,4203.75,7
9:10,4204.37,7
9:10,4206.46,8
9:10,4208.51,16
9:10,4210.64,17
9:10,4213.08,3
9:10,4215.4,0
9:10,4216.17,5
9:10,4219.66,3
9:10,4221.94,16
9:10,4222.14,15
9:10,4222.69,0
9:10,4223.12,8
9:10,4227.3,14
9:10,4227.7,1
9:10,4230.78,6
9:10,4231.49,5
9:10,4234.32,1
9:10,4236.14,1
9:10,4236.82,3
9:10,4238.18,0
9:10,4238.39,19
9:10,4238.43,2
9:10,4240.36,4
9:10,4241.75,10
9:10,4243.27,1
9:10,4245.45,15
9:10,4246.75,13
9:10,4247,9
9:10,4247.96,14
9:10,4248.35,4
9:10,4251.96,18
9:10,4253.17,4
9:10,4257.04,3
9:10,4257.66,5
9:10,4259.01,0
9:10,4259.26,4
9:10,4259.65,4
9:11,4261.64,15
9:11,4264.18,15
9:11,4264.64,6
9:11,4264.71,0
9:11,4266.39,12
9:11,4266.78,12
9:11,4268.51,3
9:11,4270.55,6
9:11,4270.87,7
9:11,4273.57,2
9:11,4275.2,18
9:11,4275.81,13
9:11,4276.34,2
9:11,4277.95,16
9:11,4278.27,0
9:11,4278.74,4
9:11,4279.44,14
9:11,4280.46,19
9:11,4281.51,19
9:11,4282.37,2
9:11,4282.53,18
9:11,4284.1,15
9:11,4286.07,5
9:11,4286.69,14
9:11,4288.96,5
9:11,4289.05,13
9:11,4289.25,16
9:11,4289.94,1
9:11,4291.03,14
9:11,4292.83,0
9:11,4294.16,19
9:11,4294.83,16
9:11,4295.09,13
9:11,4295.65,5
9:11,4295.89,14
9:11,4297.89,15
9:11,4297.96,12
9:11,4298.65,10
9:11,4298.95,1
9:11,4300.54,13
9:11,4300.92,9
9:11,4302.58,15
9:11,4302.77,4
9:11,4303.97,0
9:11,4304.73,16
9:11,4304.76,18
9:11,4304.93,16
9:11,4305.66,6
9:11,4305.81,0
9:11,4306.58,2
9:11,4307.53,1
9:11,4309.01,12
9:11,4311.68,14
9:11,4311.94,6
9:11,4312.44,6
9:11,4312.63,13
9:11,4312.64,0
9:11,4313.04,10
9:11,4314.22,1
9:12,4320.53,17
9:12,4322.39,17
9:12,4323.59,19
9:12,4325.53,10
9:12,4325.79,17
9:12,4327.66,1
9:12,4328.95,4
9:12,4330.54,12
9:12,4330.71,3
9:12,4331.42,16
9:12,4332.12,6
9:12,4332.24,7
9:12,4333.6,11
9:12,4334.19,16
9:12,4337.42,19
9:12,4337.61,18
9:12,4337.63,13
9:12,4337.92,5
9:12,4338.06,16
9:12,4340.32,19
9:12,4340.43,9
9:12,4343.55,13
9:12,4344.83,18
9:12,4348.36,16
9:12,4348.44,7
9:12,4349.76,12
9:12,4350.58,2
9:12,4351.65,0
9:12,4351.76,17
9:12,4353,12
9:12,4354.71,7
9:12,4355.67,7
9:12,4355.75,10
9:12,4356.33,7
9:12,4357.54,11
9:12,4358.04,18
9:12,4358.52,19
9:12,4361.17,11
9:12,4362.56,8
9:12,4364.86,14
9:12,4365.54,12
9:12,4366.3,8
9:12,4366.54,8
9:12,4367.42,16
9:12,4367.56,8
9:12,4370.09,3
9:12,4370.9,12
9:12,4371.22,7
9:12,4372.63,16
9:12,4373.9,6
9:12,4374.08,16
9:12,4374.23,13
9:12,4375.43,17
9:12,4377.81,7
9:13,4380.29,7
9:13,4380.78,12
9:13,4381.32,2
9:13,4384.27,13
9:13,4386.94,5
9:13,4389.72,19
9:13,4389.86,15
9:13,4390.46,5
9:13,4392.3,1
9:13,4394.29,19
9:13,4395.48,0
9:13,4396.96,12
9:13,4398.3,8
9:13,4405.27,0
9:13,4409.76,15
9:13,4411.31,14
9:13,4414.45,9
9:13,4418.68,14
9:13,4420.19,1
9:13,4420.61,6
9:13,4424.97,10
9:13,4425.4,13
9:13,4425.73,6
9:13,4427.02,9
9:13,4428.74,19
9:13,4429.3,8
9:13,4431.41,10
9:13,4431.95,9
9:13,4433.72,17
9:13,4435.35,10
9:13,4436.02,2
9:14,4440.67,17
9:14,4441.17,18
9:14,4441.67,2
9:14,4441.77,1
9:14,4441.8,18
9:14,4442.01,12
9:14,4442.78,15
9:14,4443.99,2
9:14,4445.92,11
9:14,4451.25,3
9:14,4451.59,7
9:14,4455.38,15
9:14,4456.66,5
9:14,4456.88,15
9:14,4460.81,13
9:14,4462.85,2
9:14,4463.3,7
9:14,4464.06,8
9:14,4465.29,18
9:14,4465.44,13
9:14,4466.97,13
9:14,4466.97,3
9:14,4469.34,16
9:14,4470.3,6
9:14,4470.88,9
9:14,4472.32,15
9:14,4472.41,9
9:14,4472.54,4
9:14,4472.58,14
9:14,4473.31,11
9:14,4473.43,3
9:14,4473.58,19
9:14,4475.32,2
9:14,4476.48,8
9:14,4477.44,1
9:14,4480.19,16
9:14,4480.48,1
9:14,4481.35,9
9:14,4482.63,15
9:14,4483.31,14
9:14,4483.69,10
9:14,4484.67,0
9:14,4485.36,0
9:14,4486.44,13
9:14,4490.58,16
9:14,4490.8,8
9:14,4491.05,12
9:14,4492.48,13
9:14,4493.26,12
9:14,4494.56,1
9:14,4499.05,18
9:14,4499.32,3
9:14,4499.5,18
9:15,4500.92,9
9:15,4501.61,5
9:15,4501.87,6
9:15,4502.89,11
9:15,4503.2,12
9:15,4503.36,8
9:15,4504.1,17
9:15,4504.5,2
9:15,4506.9,9
9:15,4507.27,18
9:15,4510.66,16
9:15,4514.59,4
9:15,4514.9,16
9:15,4517.33,2
9:15,4519.91,5
9:15,4520.57,13
9:15,4521.86,9
9:15,4522.16,11
9:15,4523.58,9
9:15,4525.67,18
9:15,4526.8,13
9:15,4528.11,10
9:15,4528.78,15
9:15,4533.8,5
9:15,4534.96,2
9:15,4536.34,11
9:15,4536.97,11
9:15,4538.19,18
9:15,4539.38,5
9:15,4540.11,19
9:15,4540.41,8
9:15,4543.6,5
9:15,4544.69,10
9:15,4545.18,19
9:15,4545.92,9
9:15,4546.01,0
9:15,4548.17,2
9:15,4549.56,12
9:15,4550.84,4
9:15,4553.33,14
9:15,4554.14,18
9:15,4556.07,19
9:15,4557.04,5
9:15,4557.31,14
9:15,4558.67,19
9:15,4559.22,7
9:16,4560.16,3
9:16,4561.04,0
9:16,4562.73,15
9:16,4562.85,10
9:16,4563.74,1
9:16,4564.08,9
9:16,4565.79,8
9:16,4565.84,11
9:16,4566.38,12
9:16,4567.02,6
9:16,4567.08,15
9:16,4567.14,19
9:16,4567.63,14
9:16,4568.08,2
9:16,4568.83,10
9:16,4572.17,7
9:16,4576.67,1
9:16,4577.2,6
9:16,4578.21,1
9:16,4580.19,8
9:16,4581.77,10
9:16,4583.1,12
9:16,4585.55,13
9:16,4586.53,10
9:16,4588.07,4
9:16,4588.7,11
9:16,4591.18,2
9:16,4591.46,8
9:16,4598.65,17
9:16,4602.22,10
9:16,4602.69,1
9:16,4604.2,10
9:16,4604.26,19
9:16,4604.84,10
9:16,4606.88,8
9:16,4607.94,7
9:16,4608.53,11
9:16,4610.27,19
9:16,4612.52,9
9:16,4613.45,4
9:16,4614.84,8
9:16,4615.14,12
9:16,4615.98,15
9:16,4616.21,0
9:16,4616.83,13
9:16,4618.2,8
9:16,4618.35,7
9:17,4621.25,8
9:17,4621.29,3
9:17,4621.59,0
9:17,4622.63,7
9:17,4622.83,0
9:17,4623.3,8
9:17,4623.33,9
9:17,4624.75,13
9:17,4632.11,12
9:17,4632.23,17
9:17,4632.8,11
9:17,4634.37,15
9:17,4637.81,13
9:17,4639.14,9
9:17,4644.4,18
9:17,4646.8,8
9:17,4647.37,2
9:17,4653.63,7
9:17,4655.52,6
9:17,4655.73,10
9:17,4656.43,3
9:17,4659.46,9
9:17,4660.9,6
9:17,4662.56,0
9:17,4664.66,7
9:17,4665,9
9:17,4667.11,0
9:17,4667.51,1
9:17,4667.62,0
9:17,4669.84,13
9:17,4670.64,15
9:17,4672.06,9
9:17,4677.03,19
9:17,4678.49,14
9:18,4680.12,18
9:18,4680.66,9
9:18,4682.72,10
9:18,4685.91,11
9:18,4688.11,19
9:18,4688.22,2
9:18,4691.14,8
9:18,4693.59,10
9:18,4693.68,12
9:18,4694.47,6
9:18,4696.54,15
9:18,4697.88,17
9:18,4698.89,2
9:18,4699.02,9
9:18,4699.44,17
9:18,4702.45,18
9:18,4702.74,4
9:18,4704.22,3
9:18,4704.45,16
9:18,4707.14,11
9:18,4711.03,5
9:18,4712.86,4
9:18,4712.98,6
9:18,4713.67,14
9:18,4716,8
9:18,4716.65,2
9:18,4718.72,4
9:18,4718.89,5
9:18,4719.46,17
9:18,4722.77,11
9:18,4723.43,4
9:18,4723.49,13
9:18,4724.52,2
9:18,4725,9
9:18,4727.09,15
9:18,4732.11,15
9:18,4732.63,19
9:18,4733.1,4
9:18,4734.35,15
9:18,4734.51,12
9:18,4737.47,17
9:18,4738.28,5
9:18,4738.78,9
9:19,4740.55,10
9:19,4740.97,18
9:19,4741.24,3
9:19,4743.27,11
9:19,4744.41,0
9:19,4745.98,13
9:19,4746.28,4
9:19,4747.13,8
9:19,4747.72,16
9:19,4747.82,18
9:19,4748.24,9
9:19,4748.42,14
9:19,4752.72,7
9:19,4753.32,16
9:19,4755.16,2
9:19,4756.29,16
9:19,4756.55,18
9:19,4756.67,12
9:19,4757.39,2
9:19,4757.91,15
9:19,4757.94,4
9:19,4757.98,15
9:19,4758.62,12
9:19,4759.91,2
9:19,4760.04,1
9:19,4763.77,11
9:19,4765.73,8
9:19,4767.91,11
9:19,4769.09,14
9:19,4773.37,3
9:19,4776.2,9
9:19,4782.5,10
9:19,4783.14,8
9:19,4784.19,4
9:19,4786.8,2
9:19,4788.4,18
9:19,4790.76,12
9:19,4791.32,7
9:19,4793.26,14
9:19,4795.46,0
9:19,4797.38,5
9:20,4800.02,3
9:20,4800.2,8
9:20,4801.25,6
9:20,4801.79,14
9:20,4802.3,17
9:20,4805.11,9
9:20,4806.01,13
9:20,4806.34,0
9:20,4808.23,16
9:20,4808.27,9
9:20,4809.3,16
9:20,4809.83,14
9:20,4810.76,11
9:20,4810.8,13
9:20,4811.29,4
9:20,4814.88,18
9:20,4815.42,3
9:20,4815.6,14
9:20,4816.85,15
9:20,4817.41,10
9:20,4817.71,18
9:20,4819.84,15
9:20,4820.19,17
9:20,4822.04,0
9:20,4822.35,9
9:20,4822.76,12
9:20,4823.1,14
9:20,4823.52,19
9:20,4825.52,12
9:20,4827.83,10
9:20,4828.77,2
9:20,4829.87,15
9:20,4830.11,8
9:20,4830.94,3
9:20,4831.22,8
9:20,4834.45,16
9:20,4834.77,6
9:20,4836.77,18
9:20,4836.95,8
9:20,4838.48,3
9:20,4838.68,5
9:20,4839.23,8
9:20,4841.4,10
9:20,4841.52,1
9:20,4842.25,1
9:20,4843.17,16
9:20,4843.35,6
9:20,4844.57,5
9:20,4844.88,15
9:20,4844.95,12
9:20,4845.37,5
9:20,4846.77,2
9:20,4846.93,12
9:20,4846.95,4
9:20,4850.13,4
9:20,4850.96,8
9:20,4852.56,14
9:20,4853.2,0
9:20,4853.38,7
9:20,4855.03,8
9:20,4857.41,14
9:20,4857.49,8
9:20,4858.6,12
9:21,4860.18,16
9:21,4860.51,7
9:21,4861.06,9
9:21,4866.92,17
9:21,4869.21,17
9:21,4871.57,0
9:21,4871.86,17
9:21,4877.35,13
9:21,4881.83,18
9:21,4882.38,15
9:21,4883.15,3
9:21,4891.79,10
9:21,4892.64,16
9:21,4893,10
9:21,4893.73,9
9:21,4893.74,12
9:21,4894.34,6
9:21,4897.86,4
9:21,4898.08,12
9:21,4901.45,14
9:21,4901.8,5
9:21,4901.86,3
9:21,4902.16,0
9:21,4902.65,13
9:21,4902.82,7
9:21,4903.14,2
9:21,4903.38,17
9:21,4907.09,12
9:21,4907.58,9
9:21,4911.73,6
9:21,4913.21,9
9:21,4914.36,12
9:21,4915.47,15
9:21,4917.19,10
9:21,4917.49,14
9:21,4918.59,11
9:21,4919.59,1
9:22,4924.42,0
9:22,4926.71,7
9:22,4930.07,1
9:22,4930.55,3
9:22,4931.27,12
9:22,4935.01,14
9:22,4937.07,12
9:22,4937.42,2
9:22,4938.04,16
9:22,4938.89,10
9:22,4939.04,13
9:22,4941.59,13
9:22,4941.69,13
9:22,4942.69,16
9:22,4943.85,8
9:22,4944.65,15
9:22,4944.79,1
9:22,4946,18
9:22,4946.39,11
9:22,4947.44,18
9:22,4953.35,5
9:22,4953.63,7
9:22,4953.83,2
9:22,4953.92,5
9:22,4954.89,10
9:22,4956.33,9
9:22,4957.1,11
9:22,4957.27,12
9:22,4957.61,14
9:22,4959.64,19
9:22,4960.48,12
9:22,4962.01,17
9:22,4962.68,19
9:22,4962.84,1
9:22,4966.46,18
9:22,4966.82,1
9:22,4969.62,2
9:22,4969.99,11
9:22,4970.05,11
9:22,4971.15,12
9:22,4971.18,5
9:22,4974.11,3
9:22,4975.24,1
9:23,4980.69,19
9:23,4980.98,2
9:23,4982.65,13
9:23,4985.24,5
9:23,4986.03,17
9:23,4986.46,2
9:23,4988.21,0
9:23,4988.44,9
9:23,4990.94,13
9:23,4994.52,6
9:23,4995.25,4
9:23,4995.77,11
9:23,4997.78,6
9:23,4998.75,6
9:23,4998.77,3
9:23,4999.62,7
9:23,5000.09,6
9:23,5000.12,10
9:23,5000.74,2
9:23,5001.24,10
9:23,5003.26,18
9:23,5003.86,4
9:23,5003.93,15
9:23,5005.58,4
9:23,5006.13,16
9:23,5006.42,11
9:23,5008.51,2
9:23,5008.91,18
9:23,5009.58,6
9:23,5011.15,0
9:23,5013.27,15
9:23,5014.02,11
9:23,5015.61,17
9:23,5018.49,12
9:23,5019.74,18
9:23,5022.54,11
9:23,5023.32,19
9:23,5023.42,15
9:23,5025.82,16
9:23,5027.35,8
9:23,5033.6,0
9:23,5038.09,10
9:23,5039.4,18
9:24,5040.34,8
9:24,5042.67,8
9:24,5044.21,1
9:24,5044.55,18
9:24,5046.9,2
9:24,5047.2,3
9:24,5050.97,12
9:24,5050.99,11
9:24,5051.52,17
9:24,5052.13,15
9:24,5055.38,13
9:24,5057.1,14
9:24,5059.59,1
9:24,5061.35,0
9:24,5061.95,1
9:24,5062.57,8
9:24,5062.71,16
9:24,5063.02,0
9:24,5064.05,0
9:24,5065.99,10
9:24,5067.36,4
9:24,5067.76,3
9:24,5071,19
9:24,5072.38,7
9:24,5072.72,19
9:24,5072.86,17
9:24,5073.6,15
9:24,5075.55,2
9:24,5076.67,14
9:24,5078.06,7
9:24,5078.7,16
9:24,5081.4,0
9:24,5082.33,1
9:24,5082.91,13
9:24,5083.65,18
9:24,5085.72,4
9:24,5086.3,16
9:24,5087.64,8
9:24,5088.39,5
9:24,5089.65,11
9:24,5090.36,9
9:24,5091.91,5
9:24,5095.42,11
9:24,5099.53,10
9:25,5101.45,5
9:25,5103.76,14
9:25,5107.15,4
9:25,5107.36,17
9:25,5107.92,6
9:25,5109.6,18
9:25,5112,15
9:25,5114.16,8
9:25,5114.22,8
9:25,5114.48,1
9:25,5115.13,1
9:25,5117.61,8
9:25,5121.17,17
9:25,5122.3,6
9:25,5123.22,18
9:25,5124.24,15
9:25,5124.51,11
9:25,5127.61,2
9:25,5127.65,2
9:25,5129.37,17
9:25,5130.34,14
9:25,5131.34,2
9:25,5131.71,3
9:25,5133.61,12
9:25,5136.28,9
9:25,5137.73,2
9:25,5138.66,11
9:25,5140.45,3
9:25,5141.89,15
9:25,5142.02,2
9:25,5142.28,13
9:25,5143.24,0
9:25,5145.07,8
9:25,5145.38,3
9:25,5149.2,9
9:25,5149.61,19
9:25,5149.67,14
9:25,5151.49,12
9:25,5152.64,0
9:25,5154.3,9
9:25,5156.18,7
9:25,5158.15,12
9:26,5160.58,10
9:26,5160.95,13
9:26,5163.11,9
9:26,5164.26,5
9:26,5167.58,17
9:26,5172.58,11
9:26,5174.52,16
9:26,5176.17,5
9:26,5176.75,8
9:26,5177.24,7
9:26,5177.68,13
9:26,5178.75,12
9:26,5179.54,9
9:26,5182.42,6
9:26,5183.33,4
9:26,5187.65,14
9:26,5189.2,16
9:26,5190.04,8
9:26,5190.45,19
9:26,5192.01,10
9:26,5192.27,15
9:26,5194.39,8
9:26,5196.81,1
9:26,5197.38,1
9:26,5198.15,3
9:26,5200.46,3
9:26,5200.71,2
9:26,5203.35,9
9:26,5203.91,4
9:26,5206.82,19
9:26,5207.57,9
9:26,5208.63,16
9:26,5209.22,6
9:26,5210.81,14
9:26,5211.26,7
9:26,5211.3,18
9:26,5211.33,14
9:26,5211.87,9
9:26,5212.79,14
9:26,5215.48,11
9:26,5217.14,15
9:26,5218.82,11
9:26,5219.25,4
9:27,5220.72,3
9:27,5221.87,6
9:27,5222.43,19
9:27,5222.84,15
9:27,5223.13,11
9:27,5227.18,2
9:27,5227.93,12
9:27,5227.99,4
9:27,5228.31,16
9:27,5228.7,15
9:27,5230.25,11
9:27,5232.12,8
9:27,5233.58,13
9:27,5235.18,16
9:27,5236.12,5
9:27,5236.26,11
9:27,5237.59,12
9:27,5238.8,1
9:27,5239.57,14
9:27,5240.88,16
9:27,5242.11,18
9:27,5242.8,18
9:27,5244.37,17
9:27,5244.84,15
9:27,5247.19,8
9:27,5248.49,17
9:27,5250.64,14
9:27,5250.72,18
9:27,5251.51,16
9:27,5251.8,6
9:27,5252.12,11
9:27,5252.51,14
9:27,5254.04,11
9:27,5256.82,18
9:27,5257.79,4
9:27,5258.96,6
9:27,5260.31,4
9:27,5260.66,6
9:27,5261.63,6
9:27,5261.69,7
9:27,5262.67,2
9:27,5262.7,4
9:27,5268.93,15
9:27,5271.63,11
9:27,5271.89,9
9:27,5273.44,4
9:27,5278.31,18
9:27,5278.86,14
9:28,5280.27,15
9:28,5280.31,4
9:28,5282.96,15
9:28,5284.33,3
9:28,5284.96,5
9:28,5285.3,8
9:28,5285.8,16
9:28,5286.08,3
9:28,5286.49,12
9:28,5286.67,9
9:28,5286.93,0
9:28,5287.86,8
9:28,5289.39,19
9:28,5290.91,12
9:28,5293.6,17
9:28,5294.8,17
9:28,5294.94,18
9:28,5295.65,19
9:28,5296.15,15
9:28,5298.48,11
9:28,5299.44,7
9:28,5300.87,12
9:28,5301.85,13
9:28,5303.16,13
9:28,5305.63,19
9:28,5312.07,2
9:28,5312.64,19
9:28,5312.9,17
9:28,5314.83,7
9:28,5316.14,17
9:28,5318.18,10
9:28,5318.9,10
9:28,5320.94,15
9:28,5322.04,16
9:28,5322.07,1
9:28,5323.02,4
9:28,5325.13,14
9:28,5325.59,13
9:28,5331.71,17
9:28,5332.82,1
9:28,5333.45,19
9:28,5333.9,17
9:28,5334.06,0
9:28,5335.06,11
9:28,5336.33,12
9:28,5337.56,1
9:28,5337.71,13
9:28,5338.42,10
9:29,5341.7,15
9:29,5342.63,10
9:29,5342.87,14
9:29,5342.88,14
9:29,5342.89,2
9:29,5343.25,14
9:29,5343.97,13
9:29,5344.9,4
9:29,5346.21,8
9:29,5349.97,17
9:29,5350.12,15
9:29,5352.96,19
9:29,5353.46,12
9:29,5353.58,12
9:29,5353.88,14
9:29,5355.59,13
9:29,5356.79,10
9:29,5357.32,9
9:29,5357.48,3
9:29,5357.54,2
9:29,5360.59,6
9:29,5360.9,10
9:29,5363.11,12
9:29,5363.31,6
9:29,5363.44,9
9:29,5363.65,6
9:29,5368.28,6
9:29,5368.66,13
9:29,5369.85,2
9:29,5370.49,18
9:29,5370.91,17
9:29,5371.07,14
9:29,5371.22,2
9:29,5371.75,9
9:29,5372.25,10
9:29,5372.54,2
9:29,5373.55,19
9:29,5373.77,18
9:29,5377.4,5
9:29,5378.13,8
9:29,5378.73,2
9:29,5381.13,10
9:29,5384.42,1
9:29,5388.75,7
9:29,5388.93,2
9:29,5389.12,11
9:29,5391.47,2
9:29,5398.25,7
9:29,5398.95,5
9:29,5400,4
9:30,5400.19,12
9:30,5400.72,0
9:30,5400.8,6
9:30,5404.05,15
9:30,5405.99,18
9:30,5406.57,19
9:30,5406.82,6
9:30,5409.18,7
9:30,5410.04,17
9:30,5413.14,19
9:30,5414.1,5
9:30,5415.06,4
9:30,5415.71,13
9:30,5416.3,8
9:30,5417.4,14
9:30,5418.54,12
9:30,5419.09,11
9:30,5420.76,2
9:30,5421.34,18
9:30,5422,3
9:30,5424.99,18
9:30,5425.91,5
9:30,5426.6,11
9:30,5430.92,3
9:30,5434.52,16
9:30,5435.04,9
9:30,5436.29,13
9:30,5436.74,9
9:30,5437.75,10
9:30,5437.79,10
9:30,5438.39,16
9:30,5442.08,2
9:30,5442.18,1
9:30,5442.18,13
9:30,5443.11,2
9:30,5443.23,8
9:30,5443.34,4
9:30,5443.89,6
9:30,5446.79,1
9:30,5447.54,12
9:30,5452.19,12
9:30,5452.27,19
9:30,5452.57,11
9:30,5453.51,9
9:30,5454.54,0
9:30,5454.7,3
9:30,5457.8,18
9:30,5458.8,2
9:30,5459.23,10
9:31,5461.59,4
9:31,5462.99,11
9:31,5463.55,0
9:31,5464.25,13
9:31,5464.75,6
9:31,5466.42,1
9:31,5466.49,6
9:31,5467.44,17
9:31,5467.82,7
9:31,5469.91,7
9:31,5476.2,7
9:31,5476.21,19
9:31,5476.79,2
9:31,5476.86,12
9:31,5477.25,9
9:31,5480.15,15
9:31,5481.7,9
9:31,5482.49,4
9:31,5486.83,3
9:31,5487.05,13
9:31,5487.27,4
9:31,5487.37,11
9:31,5489.33,12
9:31,5489.54,14
9:31,5489.64,8
9:31,5490.46,14
9:31,5492.75,8
9:31,5492.99,15
9:31,5495.17,6
9:31,5496.83,13
9:31,5497.27,14
9:31,5497.3,19
9:31,5497.52,15
9:31,5499.6,6
9:31,5500.08,9
9:31,5501.4,18
9:31,5502.81,2
9:31,5502.98,17
9:31,5508.59,8
9:31,5509.4,18
9:31,5509.73,15
9:31,5510.12,16
